loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2018-11-24 13:32:56.647 +0200,89,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.5241939167,-0.036041259765625,-0.1223297119140625,-0.9672393798828124
2018-11-24 13:32:56.707 +0200,90,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.5837369167,-0.0982513427734375,-0.089111328125,-0.9494476318359376
2018-11-24 13:32:56.767 +0200,91,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.6432799167,-0.133148193359375,-0.11785888671875,-1.069259643554688
2018-11-24 13:32:56.836 +0200,92,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.7028219167,-0.10968017578125,-0.104888916015625,-0.9756927490234376
2018-11-24 13:32:56.886 +0200,93,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.7623649167,-0.0641937255859375,-0.140838623046875,-0.9434967041015624
2018-11-24 13:32:56.945 +0200,94,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.8219069167,-0.05426025390625,-0.084503173828125,-1.10760498046875
2018-11-24 13:32:57.005 +0200,95,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.8814499167,-0.1014556884765625,-0.07763671875,-1.078857421875
2018-11-24 13:32:57.073 +0200,96,1543059175.999872,60.18405668908747,24.828789168991925,7.983459,3.47,6,5.0,141866.9409919167,-0.068023681640625,-0.105133056640625,-1.113784790039062
2018-11-24 13:32:57.124 +0200,97,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.0005349167,-0.10028076171875,-0.1366729736328125,-0.88958740234375
2018-11-24 13:32:57.185 +0200,98,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.06007791669,-0.0991668701171875,-0.1475830078125,-0.9639892578125
2018-11-24 13:32:57.243 +0200,99,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.1196197917,-0.1133270263671875,-0.138763427734375,-0.9699554443359376
2018-11-24 13:32:57.318 +0200,100,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.1791627917,-0.077484130859375,-0.11785888671875,-0.9496307373046876
2018-11-24 13:32:57.362 +0200,101,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.2387047917,-0.1004486083984375,-0.0813446044921875,-0.9712371826171876
2018-11-24 13:32:57.421 +0200,102,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.2982477917,-0.1483306884765625,-0.0908355712890625,-1.038009643554688
2018-11-24 13:32:57.481 +0200,103,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.3577897917,-0.1264190673828125,-0.10089111328125,-1.018630981445312
2018-11-24 13:32:57.557 +0200,104,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.4173327917,-0.1495513916015625,-0.092681884765625,-0.97357177734375
2018-11-24 13:32:57.602 +0200,105,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.4768757917,-0.1439361572265625,-0.0897369384765625,-1.03619384765625
2018-11-24 13:32:57.660 +0200,106,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.5364177917,-0.18206787109375,-0.0885467529296875,-0.9506378173828124
2018-11-24 13:32:57.720 +0200,107,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.5959607917,-0.170989990234375,-0.09686279296875,-0.9698028564453124
2018-11-24 13:32:57.797 +0200,108,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.6555027917,-0.105133056640625,-0.07904052734375,-0.9661102294921876
2018-11-24 13:32:57.838 +0200,109,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.7150457917,-0.138031005859375,-0.0614013671875,-0.9310455322265624
2018-11-24 13:32:57.898 +0200,110,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.7745887917,-0.12518310546875,-0.091552734375,-0.9723663330078124
2018-11-24 13:32:57.958 +0200,111,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.83413079169,-0.130584716796875,-0.0900726318359375,-0.9668426513671876
2018-11-24 13:32:58.032 +0200,112,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.8936737917,-0.121826171875,-0.0995330810546875,-0.9724273681640624
2018-11-24 13:32:58.076 +0200,113,1543059176.999876,60.184036279153254,24.828684059926147,8.081238,4.57,6,5.0,141867.9532157917,-0.079437255859375,-0.1015472412109375,-1.012619018554688
2018-11-24 13:32:58.137 +0200,114,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.0127587917,-0.1214599609375,-0.05133056640625,-0.9938507080078124
2018-11-24 13:32:58.195 +0200,115,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.0723007917,-0.09320068359375,-0.0718231201171875,-0.975250244140625
2018-11-24 13:32:58.255 +0200,116,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.1318441667,-0.1407623291015625,-0.0969390869140625,-1.047317504882812
2018-11-24 13:32:58.315 +0200,117,1543059177.999878,60.184036321062756,24.82859747486638,7.755310000000001,4.59,6,5.0,141868.1913871667,-0.117340087890625,-0.0344696044921875,-1.000320434570312
